content,score,sentimen,content_clean
"Aplikasi yang sangat bagus dan bermanfaat sekali. Selain kita bisa tau tipe2 wajah kita, kita jg bisa tau produk apa yg harus digunakan. Seru ada kuis2nya juga!!!!",5,1,aplikasi bagus bermanfaat tau tipe wajah jg tau produk yg seru kuis nya
Baru coba aplikasi ini,4,1,coba aplikasi
good,4,1,good
"Sangat sangat membantu untuk memperbaiki wajah , di dalam trove skin app juga sangat lah menarik , seperti ada artikel nya , survei , dll lahh , pokoknya suka deh cap jempolll",5,1,membantu memperbaiki wajah trove skin app menarik artikel nya survei lahh pokoknya suka deh cap jempolll
Bagus,5,1,bagus
Suka & sukaaa banget!!! :),5,1,suka sukaaa banget
Lumayan bisa tahu masalah kulitku,4,1,lumayan kulitku
sip,4,1,sip
Sangat membantu,5,1,membantu
Bagus,4,1,bagus
"Aplikasinya bagus, deskripsinya sederhana simple mudah dimengerti, jadi tau masalah kulit yang aku alami, terimakasih",5,1,aplikasinya bagus deskripsinya sederhana simple mudah dimengerti tau kulit alami terimakasih
Bagus bangrt,5,1,bagus bangrt
love it,5,1,love it
nice,5,1,nice
bagus,5,1,bagus
Aplikasi membantu melihat perkembangan kulitku,4,1,aplikasi membantu perkembangan kulitku
lumayan buat cari tau jenis kulit,5,1,lumayan cari tau jenis kulit
sangat membantu,4,1,membantu
Good,5,1,good
app yg bagus untuk para perempuan,4,1,app yg bagus perempuan
Mantul,5,1,mantul
app yg berguna sekaliiiii,5,1,app yg berguna sekaliiiii
Baguuuuss bgt,5,1,baguuuuss bgt
"Bagus banget aplikasi ini, aku jadi tau permasalahan kulit aku, dan gimana cara merawatnya. makasih banget buat aplikasi ini",4,1,bagus banget aplikasi tau permasalahan kulit gimana merawatnya makasih banget aplikasi
Bagus sekaleeeh,5,1,bagus sekaleeeh
Bagus,5,1,bagus
👍,5,1,
Sgt bgs,5,1,sgt bgs
Sangat membantu untuk mengetahui rekomendasi perawatan untuk tubuh,5,1,membantu rekomendasi perawatan tubuh
💕,5,1,
👍🏻👍🏻👍🏻,5,1,
sangat membantu kalo aku bingung milih produk yang bener bener sesuai dengan type kulitku,5,1,membantu kalo bingung milih produk bener bener sesuai type kulitku
debest beauty application ever!,5,1,debest beauty application ever
Sanngat berguna sekali,4,1,sanngat berguna
"Aplikasi ini bagus membantu untuk menemukan permasalahan kulit dan 
memberikan jawaban permasalahan kulit. Tapi sayang, produk yg diberikan 
masih sangat sedikit, padahal banyak skincare yang masih bisa dimasukan 
dalam kategori yg diberikan",4,1,aplikasi bagus membantu menemukan permasalahan kulit permasalahan kulit sayang produk yg skincare dimasukan kategori yg
Bagus,5,1,bagus
Mantap,5,1,mantap
"App yang sangat bagus, berguna, dan bermanfaat.",5,1,app bagus berguna bermanfaat
Sangat membantu untuk mengetahui jenis kulit,4,1,membantu jenis kulit
asik parah si hehe,5,1,asik parah si hehe
Recomended bgt bgt bgt,5,1,recomended bgt bgt bgt
"Bagus, bisa tau cara merawat kulit dan tone wajah",5,1,bagus tau merawat kulit tone wajah
Sangat berguna,5,1,berguna
great,5,1,great
"good lah, membantu nieh",5,1,good membantu nieh
Aplikasi yg membantu saya menganalisa keadaan kulit saya setiap hari. Sangat membantu.,5,1,aplikasi yg membantu menganalisa kulit membantu
good bagus sekali,5,1,good bagus
good,5,1,good
Mantab slur,5,1,mantab slur
"Cukup membantu namun, sistem agak kurang benar dalam menganalisa",4,1,membantu sistem menganalisa
Suka aplikasinya membantu,5,1,suka aplikasinya membantu
"Bagus aplikasinya,👍",5,1,bagus aplikasinya
bagus,5,1,bagus
gud,5,1,gud
Aplikasi yg bagus,5,1,aplikasi yg bagus
keren banget aplikasinya❤ membantu banget buat para ciwi-ciwi😊,5,1,keren banget aplikasinya membantu banget ciwi ciwi
baik,5,1,
"sangat membantu,kita jadi tau kondisi kulit kita dan bisa mendapat produk yg tepat untuk kulit",5,1,membantu tau kondisi kulit produk yg kulit
Bisa diandalkan,5,1,diandalkan
semoga bermanfaat,5,1,semoga bermanfaat
sangat membantu,5,1,membantu
"Aplikasi ini sangat membantu dalam hal masalah kulit jadi kita lebih tau dan cara perawatan nya bagaimana, dan saya sangat menyukai nya",5,1,aplikasi membantu kulit tau perawatan nya menyukai nya
Baguslah,5,1,baguslah
cukup puas dgn bantuan aplikasi ini buat memantau perawatan wajah setiap hari..,4,1,puas dgn bantuan aplikasi memantau perawatan wajah
baguuuus,5,1,baguuuus
bagus~,5,1,bagus
bagus,5,1,bagus
Baik,5,1,
Bagus syekalii,5,1,bagus syekalii
aplikasi ini sangat bermanfaat saya bisa memantau kondisi kulit saya,5,1,aplikasi bermanfaat memantau kondisi kulit
Bagus sangat membantu,5,1,bagus membantu
bagus remokomendasi sekali😚,5,1,bagus remokomendasi
Mantap,5,1,mantap
Sukak bangett sama aplikasi sinii,4,1,sukak bangett aplikasi sinii
Good,5,1,good
iseng iseng berhadiah,4,1,iseng iseng berhadiah
GOOD APP,5,1,good app
"aplikasi ini membantu buat yang mau perawatan, terima kasih",5,1,aplikasi membantu perawatan terima kasih
Cukup membantu untuk menemukan solusi masalah kulit wajah 👍,5,1,membantu menemukan solusi kulit wajah
Sangat membantu sekali,5,1,membantu
get to know ur skin with this app😍,5,1,get to know ur skin with this app
Produk yang di tawarkan yang ga pernah di pake sama sekali.. 😂,4,1,produk tawarkan ga pake
"Bagus banget app nya 😘😘😘, bikin kita tau banyak tentang kulit kita",5,1,bagus banget app nya bikin tau kulit
"berguna banget buat mantau kulit kita sehari-hari, banyak game juga yang bisa ngehasilin poin yang nantinya bisa dituker sama skin care",5,1,berguna banget mantau kulit sehari game ngehasilin poin dituker skin care
sgt berguna bagi kaum missqueen,5,1,sgt berguna kaum missqueen
Good,5,1,good
bagus,5,1,bagus
Keren. Asik banget buat lihat keadaan kulit mu,5,1,keren asik banget lihat kulit mu
Baru download mau coba dulu,4,1,download coba
This application so adorable keren bisa bikin kulit kita sehat juga bisa tau apa saja yg tidak boleh kita lakukan pada kulit kita agar ridak rusak,5,1,this application so adorable keren bikin kulit sehat tau yg lakukan kulit ridak rusak
"banyak info2 seputar kulit, sangat membantu sekali",5,1,info seputar kulit membantu
Senang,5,1,senang
Luv it....,5,1,luv it
so helpfulll🌟,5,1,so helpfulll
mantapppp,4,1,mantapppp
bagus buat tau jenis kulit,5,1,bagus tau jenis kulit
App sangat bagus dan membantu,5,1,app bagus membantu
ok 👍👍👍👍👍👍👍,5,1,
"Aplikasinya membantu banget, bagus buat yang gak bisa pergi perawatan ke dokter tp bisa dapat analisa kulit yang memuaskan, rekomendasi produknya juga oke, suka deh pakai troveskin. Love your skin love TroveSkin😘😘😘",5,1,aplikasinya membantu banget bagus gak pergi perawatan dokter tp analisa kulit memuaskan rekomendasi produknya oke suka deh pakai troveskin love your skin love troveskin
duhh ini sangat membantu banget ya aplikasinyaa,5,1,duhh membantu banget aplikasinyaa
bagus bgt bisa tau perkembangan kulit dari hari ke hari,5,1,bagus bgt tau perkembangan kulit
INI APLK REKOMENDED BGT GYUS.. BUAT KALIAN YANG G TAU JENIS KULIT MUKA KALIAN.. DAN ADA HADIAH JUGA LOH!,5,1,aplk rekomended bgt gyus g tau jenis kulit muka hadiah loh
Aplikasi ini sangat membatu saya untuk mengetahui tipe kulit saya dan aplikasi ini sangat recommended👍,5,1,aplikasi membatu tipe kulit aplikasi recommended
nice app,4,1,nice app
sangat bagusssss,5,1,bagusssss
good,4,1,good
rekomendasi,5,1,rekomendasi
Analisis sesuai,5,1,analisis sesuai
benar benar sangat membatuu,5,1,membatuu
nice app,4,1,nice app
menarik nih dari dulu pengen apikasi skincare akhirnya nemu yg cocok,5,1,menarik nih pengen apikasi skincare nemu yg cocok
🌈,5,1,
"bagusss, membantu dan cukup detil mengenai penjelasan juga solusi utk kulit kita",5,1,bagusss membantu detil penjelasan solusi utk kulit
Sangat membantu untuk mengetahui kondisi kulit,5,1,membantu kondisi kulit
Bagus,5,1,bagus
Suka sama aplikasinya bisa dipakai buat lihat progres kulit ketika memakai kosmetik tertentu karena ada fiture pembandingan foto. Semoga rekomendasi produknya bisa  produk lokal & nonlokal. Terus kedepannya berharap ditambahin yg wajah jerawat bisa dideteksi jerawat jenis apa dan sebabnya apa.,4,1,suka aplikasinya dipakai lihat progres kulit memakai kosmetik fiture pembandingan foto semoga rekomendasi produknya produk lokal nonlokal kedepannya berharap ditambahin yg wajah jerawat dideteksi jerawat jenis
👍,5,1,
"aplikasinya bagus namun untuk hadiah yg dapat ditukarkan dari poin kita itu lama sekali updatenya, sampe sekarang hadiahnya belum ada lagi",5,1,aplikasinya bagus hadiah yg ditukarkan poin updatenya sampe hadiahnya
susah yaa buat dapetin poinnya,5,1,susah yaa dapetin poinnya
Bagus banget,5,1,bagus banget
"Membantu dalam mengenali skincare yang cocok di kulit, juga membantu untuk merawat kulit.",5,1,membantu mengenali skincare cocok kulit membantu merawat kulit
Uwaaauu,5,1,uwaaauu
mantapppp,4,1,mantapppp
so great,5,1,so great
suka dengan aplikasinya memberikan pengetahuan soal kecantikan diri,4,1,suka aplikasinya pengetahuan kecantikan
bagus bgt!!!! saya suka!!!,5,1,bagus bgt suka
sangat baguss,5,1,baguss
💛💛💛💛💛💛,5,1,
"Suka aja sih, berasa ke dokter kulit setiap hari. Tapi mohon dibantu untuk update produknya ya. Thanks TroveSkin",5,1,suka aja sih berasa dokter kulit mohon dibantu update produknya thanks troveskin
sangat membantu untuk tau tentang kulit kita sendiri💙,4,1,membantu tau kulit
Good app:),4,1,good app
Good,4,1,good
"aplikasi yang sangat membantu melihat perkembangan skincare yang baru dipake, benerbener luv! sy mau tanya, poin yang didapat untuk apa ya gunanya?",5,1,aplikasi membantu perkembangan skincare dipake benerbener luv sy poin gunanya
Lumayan buat ngecek kulit agar tau perawata apa yg mzti d gunakan,4,1,lumayan ngecek kulit tau perawata yg mzti d
recommended bangetttt,5,1,recommended bangetttt
"Membantu saya mengenali kulit saya, dan memberikan solusi skin care untuk permasalahan kulit saya",5,1,membantu mengenali kulit solusi skin care permasalahan kulit
harus donlot,5,1,donlot
Suka sekalii :)),4,1,suka sekalii
likee,5,1,likee
"bagus banget aplikasi nya jadi tau perkembangan kesehatan kulit kita gimana, dan tau produk apa yang cocok untuk kulit sendiri dan kekurangan kulit kita",5,1,bagus banget aplikasi nya tau perkembangan kesehatan kulit gimana tau produk cocok kulit kekurangan kulit
Bagussss,5,1,bagussss
Aplikasi yang membantu banget si untuk aku,5,1,aplikasi membantu banget si
bagus sekali,5,1,bagus
Saya suka,4,1,suka
keren bgt sangat membantu memecahkan problem my face,5,1,keren bgt membantu memecahkan problem my face
keren,5,1,keren
Top,5,1,top
Like it,5,1,like it
bagus,5,1,bagus
sangat membantu dalam mengatasi permasalahan yang ada di kulit wajah,5,1,membantu mengatasi permasalahan kulit wajah
Aplikasi nya ngebantu banget buat perempuan kayak aku yg pengen mengontrol muka dan skincare yg aku pake sehari hari,5,1,aplikasi nya ngebantu banget perempuan kayak yg pengen mengontrol muka skincare yg pake sehari
Ngebantu banget,5,1,ngebantu banget
Apl nya bagus banget,5,1,apl nya bagus banget
Lumayan bagus lah buat memahami kondisi kulit kita dan produk apa yang cocok. Suka,5,1,lumayan bagus memahami kondisi kulit produk cocok suka
"Alhamdulillah akhirnya saya bisa pantau terus kulit saya, jadi tidak lagi perlu repot repot untuk jalan jauh jauh hanya mau perawatan.. Tinggal duduk manis foto dianalisa sudah tau deh wajah kita kondisinya seperti apa",5,1,alhamdulillah pantau kulit repot repot jalan perawatan tinggal duduk manis foto dianalisa tau deh wajah kondisinya
mantab,5,1,mantab
"membantu banget, bisa reedem skincare jugaa",5,1,membantu banget reedem skincare jugaa
baguss,5,1,baguss
ok,5,1,
Sangat membantu!!! Thx u somuch😍🥰,5,1,membantu thx u somuch
kenapa aku baru tau ada apps sekeren ini buat maasalah kulitku?!,5,1,tau apps sekeren maasalah kulitku
baguss bisa dapetin skincare gratis loh apk nya juga bermanfaat,4,1,baguss dapetin skincare gratis loh apk nya bermanfaat
Lumayan la. Jadi tau jenis kulit ku,4,1,lumayan la tau jenis kulit ku
Sangat rekomen,4,1,rekomen
Sangat membantu,5,1,membantu
Bagus,5,1,bagus
Membantu banget. Akhirnya aku tau kalau kulitku sensi+combi😭😭 Sayangnya rekomen produknya agak beda dikit. Tapi seluruhnya bagus kok😍😍,5,1,membantu banget tau kulitku sensi combi sayangnya rekomen produknya beda dikit bagus
love ittt,5,1,love ittt
Bagus,5,1,bagus
"Sukaaaa bs melihat perubahan kulit Day by Day, sekaligus bs buat testi 
produk",5,1,sukaaaa bs perubahan kulit day by day bs testi produk
sangat bagus,5,1,bagus
"masih belum ngerti sih cara gunainnya biar asik gimana, tapi akan ku otak atik sendiri. dan ini membantu bagi orang-orang yg gak paham sama kulit wajahnya sendiri",4,1,ngerti sih gunainnya biar asik gimana ku otak atik membantu orang orang yg gak paham kulit wajahnya
KEREN BANGET. TITIK.,5,1,keren banget titik
Good lah saya suka,5,1,good suka
"Saya belum dapat, nanti kalau saya dapat saya bintangi 5",4,1,bintangi
"Aplikasi ini lumayan bagus untuk para cwe yg mengalami masalah kulit,karena jadi tahu kondisi kulit wajah saat ini dan yang kemaren.dan juga bisa memberikan saran produk kulit wajah,yg memang untuk membantu kesehatan kulit wajah lebih normal. Dan ada ulasan survei juga untuk pengguna TroveSkin,itu bisa di tukar dgn hadiah Entah itu hadiah apa aku juga blm tau aku masih coba.jadi menurut aku rekomen bngt buat para cwe atau cwo yg mengalami masalah kulit.",4,1,aplikasi lumayan bagus cwe yg mengalami kulit kondisi kulit wajah kemaren saran produk kulit wajah yg membantu kesehatan kulit wajah normal ulasan survei pengguna troveskin tukar dgn hadiah hadiah blm tau coba rekomen bngt cwe cwo yg mengalami kulit
Sangat membantu♥️♥️♥️,5,1,membantu
Suka sama app ini,5,1,suka app
"Bagus, jadi semangat pake skincare, peduli sama kesehatan kulit",5,1,bagus semangat pake skincare peduli kesehatan kulit
harusnya dari dulu aja aku download aplikasi ini biar tau perkembangan kesehatan kulit wajahku,5,1,aja download aplikasi biar tau perkembangan kesehatan kulit wajahku
🤘,5,1,
"aplikasinya keren, kita bisa tau masalah kulit kita apa aja 👌",5,1,aplikasinya keren tau kulit aja
bagus,5,1,bagus
Baik,5,1,
"troveskin sangat membantu untuk mengetahui dan memberikan rincian mengenai kulit ku, sehingga aku dpt mengetahui lebih detail problem apa yang ada dikulit ku",5,1,troveskin membantu rincian kulit ku dpt detail problem dikulit ku
Good,5,1,good
sangat bagus,5,1,bagus
puas sekalii,5,1,puas sekalii
Versi baru lebih keren. .,5,1,versi keren
👏👏👏👏,5,1,
bagus bat yaampun,5,1,bagus bat yaampun
bagus,5,1,bagus
bisa tau jenis kulit dan skincare apa yang cocok. nice lah,4,1,tau jenis kulit skincare cocok nice
Ini pengalaman yang sangat menyenangkan.Hanya melakukan tantangan yang cukup mudah bisa mendapatkan point untuk ditukarkan dengan skincare. Senank!!!,5,1,pengalaman menyenangkan tantangan mudah point ditukarkan skincare senank
ntaps,5,1,ntaps
"bagussss, semoga nanti ada saran produk lg untuk remaja",5,1,bagussss semoga saran produk lg remaja
nice,5,1,nice
good app,5,1,good app
"aku baru coba aplikasi ini.. tapi, karena app ini recomended dari teman ku. app ini baguss😊 jadi, untuk ulasan lebih lanjut kita lihat lagi🤗 intinya app ini juga sangat membantu bagi aku yang masih belajar tentang dunia skincare :D",5,1,coba aplikasi app recomended teman ku app baguss ulasan lihat intinya app membantu belajar dunia skincare d
aplikasi yg sngt bgus,4,1,aplikasi yg sngt bgus
good,5,1,good
Baguuusss,5,1,baguuusss
Sangat baik,5,1,
Sangat membantu untuk perawatan kulit saya,5,1,membantu perawatan kulit
"Alhamdulillah jadi lebih menambah insight tentang kondisi kulit agar lebih paham produk apa yang harus digunakan untuk perawatan, terima kasih",5,1,alhamdulillah menambah insight kondisi kulit paham produk perawatan terima kasih
aplikasi ini sangat membantu dalam memilih skincare yang cocok dikulit kita,4,1,aplikasi membantu memilih skincare cocok dikulit
mantap si bisa tahu tipe2/kondisi kulit tiap hari,5,1,mantap si tipe kondisi kulit
bagus jadi tahu keadaan kulit kita seneng pake aplikasi ini,5,1,bagus kulit seneng pake aplikasi
"aplikasinya sangat membantu untuk menganalisa kulit kita sendiri, jadi kita dapat mengetahui keadaan kulit dari hari ke hari, dan aplikasi ini juga dapat membatu kita mengetahui jenis kulit kita",4,1,aplikasinya membantu menganalisa kulit kulit aplikasi membatu jenis kulit
Sukak banget cocok sama kulit,5,1,sukak banget cocok kulit
i love this app!!,5,1,i love this app
keren,5,1,keren
sangat membantuuu,5,1,membantuuu
membantu mengenali tipe kulit wajah,5,1,membantu mengenali tipe kulit wajah
Good aplication,5,1,good aplication
Aplikasi yg bermanfaat memberi tau komdisi kulit dan rekomen produk yg cocok untuk kita. tingkatkan!,5,1,aplikasi yg bermanfaat tau komdisi kulit rekomen produk yg cocok tingkatkan
Membantu menilai kulit saia,5,1,membantu menilai kulit saia
sangat membantu,5,1,membantu
sangat membantu sekali dalam mendalami jenis kulin dan skincare apa dibutuhkan oleh kulit.,5,1,membantu mendalami jenis kulin skincare dibutuhkan kulit
aplikasi sangat baik dalam memberikan rekomendasi produk skincare untuk berbagai jenis kulit. ada berbagai kuis yang menarik untuk diikuti,5,1,aplikasi rekomendasi produk skincare jenis kulit kuis menarik diikuti
"sangat direkomendasikan karena berguna untuk mengetahui perkembangan kulit wajah kita, love it",5,1,direkomendasikan berguna perkembangan kulit wajah love it
"Bagus, bisa dapet poin dari setiap isi surveynya yg bisa dituker sama produk kalo poinnya udh kekumpul:)))",5,1,bagus dapet poin isi surveynya yg dituker produk kalo poinnya udh kekumpul
Aplikasi ini bagus buat kalian yang mau tahu keadaan kulit kalian. Disini juga bakalan dikasih tau perawatan yang cocok buat kamu lakuin untuk merawat kulit kalian.,5,1,aplikasi bagus kulit dikasih tau perawatan cocok lakuin merawat kulit
bagusss bangett!,5,1,bagusss bangett
bisa menganalisa apa saja masalah masalah yg ada di kulit wajah kita,5,1,menganalisa yg kulit wajah
👌👍,5,1,
aplikasi terbaik buatt liat kondisi wajah love🌎,5,1,aplikasi terbaik buatt liat kondisi wajah love
😍😍,5,1,
kerennnnnn l,5,1,kerennnnnn l
app yang sangat membantu dan sangat bagus,5,1,app membantu bagus
"aplikasinya sangat mudah dipahami, cocok buat kaum kaum haus akan skincare tp gapunya duit aka suka gratisan. love bgt",4,1,aplikasinya mudah dipahami cocok kaum kaum haus skincare tp gapunya duit aka suka gratisan love bgt
Sangat bagus. Untuk mengetahui berbagai macam kebutuhan kulit dan juga bisa mengetahui jenis kulit masing 2,5,1,bagus kebutuhan kulit jenis kulit
bgus skli👍,5,1,bgus skli
Sangat bagus aku sukaaa bangetttt,5,1,bagus sukaaa bangetttt
Aplikasi ini bagus dan sangat membantu bagi pemula yang ingin mulai pakai skincare tapi bingung jenis kulitnya seperti apa karena aplikasi ini banyak memberitahu kebutuhan kulit dan apa saja yang harus diperbaiki.,5,1,aplikasi bagus membantu pemula pakai skincare bingung jenis kulitnya aplikasi memberitahu kebutuhan kulit diperbaiki
baik,5,1,
Seru banget aplikasinya. Seru seru seru... Semoga bisa membantu kedepannya biar kulit makin sehat.,4,1,seru banget aplikasinya seru seru seru semoga membantu kedepannya biar kulit sehat
Sukaaa💛💛,5,1,sukaaa
yahh okelah yahhh,5,1,yahh okelah yahhh
Keren,5,1,keren
baguss,4,1,baguss
baguss bangett,5,1,baguss bangett
"Aplikasinya sangat bagus, saya jadi bisa mengetahui produk apa yang tepat untuk kulit saya",5,1,aplikasinya bagus produk kulit
Aplikai yang sangat membantu kita mencari reverensi produk yang cocok dengan jenis kulit kita,5,1,aplikai membantu mencari reverensi produk cocok jenis kulit
"TroveSkin baguss banget, ngebantu dlm masalah kulitt",4,1,troveskin baguss banget ngebantu dlm kulitt
bagus banget aku bisa tau jenis kulit ku,5,1,bagus banget tau jenis kulit ku
"Nyesel bgt baru tau sekaranggg huhu , apk nya bgss bgttttttt",5,1,nyesel bgt tau sekaranggg huhu apk nya bgss bgttttttt
Sangat bermanfaat,5,1,bermanfaat
membantu pecinta skincare,5,1,membantu pecinta skincare
"app yg bagus banget untuk menganalisa kulit wajah siii, cocok banget buat yg ingin tau kemajuan kulitnya dan kebutuhan kulitnya pada saat ini itu apa",4,1,app yg bagus banget menganalisa kulit wajah siii cocok banget yg tau kemajuan kulitnya kebutuhan kulitnya
pakai aplikasi troveskin bermanfaat banget. Bisa keadaan lulit wajah kita dan bisa direkomendasikan produk yang cocok dengan kulit kita loh. Suka banget sama aplikasinya 😊😍👍,5,1,pakai aplikasi troveskin bermanfaat banget lulit wajah direkomendasikan produk cocok kulit loh suka banget aplikasinya
gud banget,5,1,gud banget
kerenn jadi tau kondisi kulit kitaa,5,1,kerenn tau kondisi kulit kitaa
baik,4,1,
"Bagus bgt apk nya sangat membantu bgt terimakasihh.... Kerennnn,,,,,",5,1,bagus bgt apk nya membantu bgt terimakasihh kerennnn
good job,5,1,good job
bgs bgt apknya,5,1,bgs bgt apknya
Bagus bisa tahu gimana sebenernya kulit kita dan banyak info maupun challenge yang seru,5,1,bagus gimana sebenernya kulit info challenge seru
lumayan bagus. untuk meningkatkan kecantikan,4,1,lumayan bagus meningkatkan kecantikan
recomended banget buat yang peduli sama perawatan kulit wajah❤,5,1,recomended banget peduli perawatan kulit wajah
aplikasi yg sangat membantu buat mengetahui kondisi kulit + ada tambahan voucher stiap mngumpulkan point tetapi buat yg pertama kali pake aplikasi ini rada bingung cara gunain aplikasinya kya gmna,4,1,aplikasi yg membantu kondisi kulit tambahan voucher stiap mngumpulkan point yg kali pake aplikasi rada bingung gunain aplikasinya kya gmna
"Suka sama applikasix, sangat memabantu dlm mengenali masalah kulit dan jeniis kulit sendiri.",5,1,suka applikasix memabantu dlm mengenali kulit jeniis kulit
Aplikasi bagus pokoknya,5,1,aplikasi bagus pokoknya
Bagus,4,1,bagus
good,5,1,good
aplikasi ini sangat membantu saya dalam menganalisis kulit saya. terbaik lahhh,4,1,aplikasi membantu menganalisis kulit terbaik lahhh
SUKAA BGT JD TAU SKINCARE YG SESUAI SM SKIN TYPE GUE,5,1,sukaa bgt jd tau skincare yg sesuai sm skin type gue
"saya suka aplikasinya, ssya jadi tau produk yang cocok untuk kulit saya. dan treatment apa saja yng kulit saya butuhkan",5,1,suka aplikasinya ssya tau produk cocok kulit treatment yng kulit butuhkan
sangat membantu mengetahui permasalah kulit. ini benar-benar aplikasi ter ter baikkkk,5,1,membantu permasalah kulit aplikasi ter ter baikkkk
"suka banget sm aplikasi ini, karena membantu banget💞",5,1,suka banget sm aplikasi membantu banget
Menurut saya cukup membantu dalam mempermudah perawatan perempuan,5,1,membantu mempermudah perawatan perempuan
cocok untuk pengecekan rutin jenis kulit,5,1,cocok pengecekan rutin jenis kulit
Aplikasi bagus,5,1,aplikasi bagus
Top,5,1,top
Keren banget sih aplikasinya jadi kayak diary kulit banget,5,1,keren banget sih aplikasinya kayak diary kulit banget
"bagus, aplikasinya bermanfaat",5,1,bagus aplikasinya bermanfaat
Good,4,1,good
Sangat membantuu,5,1,membantuu
Aplikasinya sangat membantu saya dalam menganalisis jenis kulit saya,5,1,aplikasinya membantu menganalisis jenis kulit
Suka,5,1,suka
👍🏼👍🏼👍🏼,5,1,
Bermanpaat bgt😍 aku suka bgt❤,5,1,bermanpaat bgt suka bgt
bagus bangetsi jadi kita lebih bisa rawat muka yang semesti nya,4,1,bagus bangetsi rawat muka semesti nya
bermanfaat sekali hiyahiyahiya,5,1,bermanfaat hiyahiyahiya
bagusss,5,1,bagusss
Semoga dapat skincare,4,1,semoga skincare
"Bagus, sangat akurat, poinnya sangat bermanfaat",5,1,bagus akurat poinnya bermanfaat
Nice,5,1,nice
I'm very happy to this aplikasi,5,1,i m very happy to this aplikasi
Lumayan baik,4,1,lumayan
Good,5,1,good
da bestttt😍🤩,5,1,da bestttt
Bagussss,5,1,bagussss
Aplikasi yg sangat membantu,4,1,aplikasi yg membantu
"Sejak memakai aplikasi ini, saya dapat mengetahui apa masalah kulit saya lebuh spesifik dan apa yg harus saya lakukan utk kulit saya sekarang. Terima kasih dan semoga lebih berkembang lagi",5,1,memakai aplikasi kulit lebuh spesifik yg lakukan utk kulit terima kasih semoga berkembang
Belum yakin masih coba,4,1,coba
"sangat suka, aplikasi ini sangat membantu",5,1,suka aplikasi membantu
wow,5,1,wow
100% sukak,5,1,sukak
that's good,4,1,that s good
aku pen dapet skincare gratis,5,1,pen dapet skincare gratis
Goodddd,4,1,goodddd
saya bisa mempelajari perawatan muka di aplikasi ini,5,1,mempelajari perawatan muka aplikasi
🤩🤩🤩🤩,5,1,
oke bangett,4,1,oke bangett
bagus,4,1,bagus
"Aplikasi yg lumayan bagus,,buat mantengin kondisi kulit muka,",4,1,aplikasi yg lumayan bagus mantengin kondisi kulit muka
❤,5,1,
Apk nya mantull,5,1,apk nya mantull
"bagus banget aplikasinya, bisa tau semua permasalahan dikulit wajah kita dan dapay memberi saran produk2 yg cocok untuk permasalahan kulit kitaa",5,1,bagus banget aplikasinya tau permasalahan dikulit wajah dapay saran produk yg cocok permasalahan kulit kitaa
Semoga di luar Jabodetabek bisa dapet juga,5,1,semoga jabodetabek dapet
Aplikasi ini bagus dan sangat membantu untuk mengetahui kondisi wajah,5,1,aplikasi bagus membantu kondisi wajah
Bagus banget aplikasinya,5,1,bagus banget aplikasinya
bagus dan bermanfaat,5,1,bagus bermanfaat
"suka bgt sama apk iniii, sangat membatu, gampang bgt mainnya huhu senengg",5,1,suka bgt apk iniii membatu gampang bgt mainnya huhu senengg
Lumayan lah..,5,1,lumayan
Bagus,5,1,bagus
Aplikasi ini bisa membantu kamu mengetahui kondisi kulit kamu. Di sini juga ada rekomendasi produk skincare yg cocok untuk kulit kamu,5,1,aplikasi membantu kondisi kulit rekomendasi produk skincare yg cocok kulit
Rekomendasi banget deh pokoknya,5,1,rekomendasi banget deh pokoknya
Bagusss bgt,4,1,bagusss bgt
"Bagus sekali, aku suka aplikasi ini",5,1,bagus suka aplikasi
Aplikasi bagus untuk merawat kulit. Saya menjadi tahu produk produk untuk perawatan kulit saya,5,1,aplikasi bagus merawat kulit produk produk perawatan kulit
Sangat memudahkan kita untuk mengetahui skin barrier serta dapat memudahkan kita untuk mengetahui produk yang cocok untuk kulit kita . Good lah,5,1,memudahkan skin barrier memudahkan produk cocok kulit good
sangat membantu untuk perawatan wajah,5,1,membantu perawatan wajah
aplikasi yg menyenangkan dan sangat menarik untuk mengetahui kondisi muka setiap hari dan tahu produk2 apa saja yg direkomendasikan untuk maslah yg muncul,4,1,aplikasi yg menyenangkan menarik kondisi muka produk yg direkomendasikan maslah yg muncul
Bermanfaat syekali,5,1,bermanfaat syekali
Nice app,5,1,nice app
Membantu bgtt!!,5,1,membantu bgtt
mantab,5,1,mantab
bagus banget buat lihat kondisi kulit,5,1,bagus banget lihat kondisi kulit
lebih tau tentang oesehatan kulit dan produk dan bahaan apa yang bisa digunakan,5,1,tau oesehatan kulit produk bahaan
"bagus,,, jadi tau perkembangan wajah .... seminggu sekali aku foto 😅😅😅😅😅😅",5,1,bagus tau perkembangan wajah seminggu foto
bisa tau skin typeku. yg awalnya cuman nebak2,5,1,tau skin typeku yg cuman nebak
"suka banget, karena aku butuh mengetahui tentang kondisi kulitku sebelum memilih skincare yg akan digunakan. :)",5,1,suka banget butuh kondisi kulitku memilih skincare yg
aplikasi the best💙,5,1,aplikasi the best
"Apknya mantul, buat rekomendasi produk yang cocok sesuai tipe kulit kita, ada laporan analisis juga",5,1,apknya mantul rekomendasi produk cocok sesuai tipe kulit laporan analisis
sangat bermanfaat,5,1,bermanfaat
